0.577000000000000	0.580000000000000	1
0.288000000000000	0.503000000000000	-1
0.267000000000000	0.879000000000000	1
0.890000000000000	0.393000000000000	1
0.366000000000000	0.243000000000000	-1
0.150000000000000	0.282000000000000	-1
0.946000000000000	0.905000000000000	1
0.651000000000000	0.703000000000000	1
0.982000000000000	0.853000000000000	1
0.194000000000000	0.379000000000000	-1
0.829000000000000	0.633000000000000	1
0.494000000000000	0.0320000000000000	-1
0.591000000000000	0.920000000000000	1
0.0450000000000000	0.470000000000000	-1
0.634000000000000	0.766000000000000	1
0.498000000000000	0.336000000000000	-1
0.0600000000000000	0.626000000000000	-1
0.515000000000000	0.327000000000000	-1
0.0530000000000000	0.311000000000000	-1
0.844000000000000	0.646000000000000	1
0.691000000000000	0.103000000000000	-1
0.647000000000000	0.236000000000000	-1
0.623000000000000	0.972000000000000	1
0.954000000000000	0.699000000000000	1
0.177000000000000	0.659000000000000	-1
0.475000000000000	0.326000000000000	-1
0.842000000000000	0.0200000000000000	-1
0.762000000000000	0.0360000000000000	-1
0.180000000000000	0.265000000000000	-1
0.692000000000000	0.191000000000000	-1
0.914000000000000	0.449000000000000	1
0.0420000000000000	0.315000000000000	-1
0.226000000000000	0.292000000000000	-1
0.666000000000000	0.0780000000000000	-1
0.0270000000000000	0.0890000000000000	-1
0.905000000000000	0.918000000000000	1
0.691000000000000	0.832000000000000	1
0.0170000000000000	0.347000000000000	-1
0.512000000000000	0.780000000000000	1
0.953000000000000	0.377000000000000	1
0.751000000000000	0.394000000000000	1
0.334000000000000	0.428000000000000	-1
0.416000000000000	0.219000000000000	-1
0.616000000000000	0.565000000000000	1
0.151000000000000	0.0490000000000000	-1
0.838000000000000	0.872000000000000	1
0.726000000000000	0.860000000000000	1
0.109000000000000	0.338000000000000	-1
0.161000000000000	0.974000000000000	1
0.297000000000000	0.955000000000000	1
0.424000000000000	0.989000000000000	1
0.528000000000000	0.158000000000000	-1
0.275000000000000	0.00300000000000000 -1
0.793000000000000	0.346000000000000	1
0.274000000000000	0.233000000000000	-1
0.616000000000000	0.756000000000000	1
0.102000000000000	0.226000000000000	-1
0.670000000000000	0.448000000000000	1
0.347000000000000	0.259000000000000	-1
0.295000000000000	0.903000000000000	1
0.680000000000000	0.0130000000000000	-1
0.394000000000000	0.132000000000000	-1
0.392000000000000	0.388000000000000	-1
0.819000000000000	0.935000000000000	1
0.926000000000000	0.970000000000000	1
0.514000000000000	0.375000000000000	-1
0.193000000000000	0.985000000000000	1
0.603000000000000	0.122000000000000	-1
0.853000000000000	0.621000000000000	1
0.926000000000000	0.220000000000000	1
0.373000000000000	0.144000000000000	-1
0.698000000000000	0.635000000000000	1
0.589000000000000	0.802000000000000	1
0.101000000000000	0.670000000000000	-1
0.412000000000000	0.472000000000000	-1
0.925000000000000	0.944000000000000	1
0.0560000000000000	0.591000000000000	-1
0.384000000000000	0.227000000000000	-1
0.228000000000000	0.321000000000000	-1
0.357000000000000	0.749000000000000	1
0.924000000000000	0.998000000000000	1
0.502000000000000	0.270000000000000	-1
0.803000000000000	0.932000000000000	1
0.459000000000000	0.0950000000000000	-1
